# (t) 	 (c tau) 	 (p(rD,t))
4.99333e-06 	 -0.251 	 0
5e-06 	 -0.25 	 0
5.00667e-06 	 -0.249 	 0
5.01333e-06 	 -0.248 	 0
5.02e-06 	 -0.247 	 0
5.02667e-06 	 -0.246 	 0
5.03333e-06 	 -0.245 	 0
5.04e-06 	 -0.244 	 0
5.04667e-06 	 -0.243 	 0
5.05333e-06 	 -0.242 	 0
5.06e-06 	 -0.241 	 0
5.06667e-06 	 -0.24 	 0
5.07333e-06 	 -0.239 	 0
5.08e-06 	 -0.238 	 0
5.08667e-06 	 -0.237 	 0
5.09333e-06 	 -0.236 	 0
5.1e-06 	 -0.235 	 0
5.10667e-06 	 -0.234 	 0
5.11333e-06 	 -0.233 	 0
5.12e-06 	 -0.232 	 0
5.12667e-06 	 -0.231 	 0
5.13333e-06 	 -0.23 	 0
5.14e-06 	 -0.229 	 0
5.14667e-06 	 -0.228 	 0
5.15333e-06 	 -0.227 	 0
5.16e-06 	 -0.226 	 0
5.16667e-06 	 -0.225 	 0
5.17333e-06 	 -0.224 	 0
5.18e-06 	 -0.223 	 0
5.18667e-06 	 -0.222 	 0
5.19333e-06 	 -0.221 	 0
5.2e-06 	 -0.22 	 0
5.20667e-06 	 -0.219 	 0
5.21333e-06 	 -0.218 	 0
5.22e-06 	 -0.217 	 0
5.22667e-06 	 -0.216 	 0
5.23333e-06 	 -0.215 	 0
5.24e-06 	 -0.214 	 0
5.24667e-06 	 -0.213 	 0
5.25333e-06 	 -0.212 	 0
5.26e-06 	 -0.211 	 0
5.26667e-06 	 -0.21 	 0
5.27333e-06 	 -0.209 	 0
5.28e-06 	 -0.208 	 0
5.28667e-06 	 -0.207 	 0
5.29333e-06 	 -0.206 	 0
5.3e-06 	 -0.205 	 0
5.30667e-06 	 -0.204 	 0
5.31333e-06 	 -0.203 	 0
5.32e-06 	 -0.202 	 0
5.32667e-06 	 -0.201 	 0
5.33333e-06 	 -0.2 	 0
5.34e-06 	 -0.199 	 0
5.34667e-06 	 -0.198 	 0
5.35333e-06 	 -0.197 	 0
5.36e-06 	 -0.196 	 0
5.36667e-06 	 -0.195 	 0
5.37333e-06 	 -0.194 	 0
5.38e-06 	 -0.193 	 0
5.38667e-06 	 -0.192 	 0
5.39333e-06 	 -0.191 	 0
5.4e-06 	 -0.19 	 0
5.40667e-06 	 -0.189 	 0
5.41333e-06 	 -0.188 	 0
5.42e-06 	 -0.187 	 0
5.42667e-06 	 -0.186 	 0
5.43333e-06 	 -0.185 	 0
5.44e-06 	 -0.184 	 0
5.44667e-06 	 -0.183 	 0
5.45333e-06 	 -0.182 	 0
5.46e-06 	 -0.181 	 0
5.46667e-06 	 -0.18 	 0
5.47333e-06 	 -0.179 	 0
5.48e-06 	 -0.178 	 0
5.48667e-06 	 -0.177 	 0
5.49333e-06 	 -0.176 	 0
5.5e-06 	 -0.175 	 0
5.50667e-06 	 -0.174 	 0
5.51333e-06 	 -0.173 	 0
5.52e-06 	 -0.172 	 0
5.52667e-06 	 -0.171 	 0
5.53333e-06 	 -0.17 	 0
5.54e-06 	 -0.169 	 0
5.54667e-06 	 -0.168 	 0
5.55333e-06 	 -0.167 	 0
5.56e-06 	 -0.166 	 0
5.56667e-06 	 -0.165 	 0
5.57333e-06 	 -0.164 	 0
5.58e-06 	 -0.163 	 0
5.58667e-06 	 -0.162 	 0
5.59333e-06 	 -0.161 	 0
5.6e-06 	 -0.16 	 0
5.60667e-06 	 -0.159 	 0
5.61333e-06 	 -0.158 	 0
5.62e-06 	 -0.157 	 0
5.62667e-06 	 -0.156 	 0
5.63333e-06 	 -0.155 	 0
5.64e-06 	 -0.154 	 0
5.64667e-06 	 -0.153 	 0
5.65333e-06 	 -0.152 	 0
5.66e-06 	 -0.151 	 0
5.66667e-06 	 -0.15 	 0
5.67333e-06 	 -0.149 	 0
5.68e-06 	 -0.148 	 0
5.68667e-06 	 -0.147 	 0
5.69333e-06 	 -0.146 	 0
5.7e-06 	 -0.145 	 0
5.70667e-06 	 -0.144 	 0
5.71333e-06 	 -0.143 	 0
5.72e-06 	 -0.142 	 0
5.72667e-06 	 -0.141 	 0
5.73333e-06 	 -0.14 	 0
5.74e-06 	 -0.139 	 0
5.74667e-06 	 -0.138 	 0
5.75333e-06 	 -0.137 	 0
5.76e-06 	 -0.136 	 0
5.76667e-06 	 -0.135 	 0
5.77333e-06 	 -0.134 	 0
5.78e-06 	 -0.133 	 0
5.78667e-06 	 -0.132 	 0
5.79333e-06 	 -0.131 	 0
5.8e-06 	 -0.13 	 0
5.80667e-06 	 -0.129 	 0
5.81333e-06 	 -0.128 	 0
5.82e-06 	 -0.127 	 0
5.82667e-06 	 -0.126 	 0
5.83333e-06 	 -0.125 	 0
5.84e-06 	 -0.124 	 0
5.84667e-06 	 -0.123 	 0
5.85333e-06 	 -0.122 	 0
5.86e-06 	 -0.121 	 0
5.86667e-06 	 -0.12 	 0
5.87333e-06 	 -0.119 	 0
5.88e-06 	 -0.118 	 0
5.88667e-06 	 -0.117 	 0
5.89333e-06 	 -0.116 	 0
5.9e-06 	 -0.115 	 0
5.90667e-06 	 -0.114 	 0
5.91333e-06 	 -0.113 	 0
5.92e-06 	 -0.112 	 0
5.92667e-06 	 -0.111 	 0
5.93333e-06 	 -0.11 	 0
5.94e-06 	 -0.109 	 0
5.94667e-06 	 -0.108 	 0
5.95333e-06 	 -0.107 	 0
5.96e-06 	 -0.106 	 0
5.96667e-06 	 -0.105 	 0
5.97333e-06 	 -0.104 	 0
5.98e-06 	 -0.103 	 0
5.98667e-06 	 -0.102 	 0
5.99333e-06 	 -0.101 	 0
6e-06 	 -0.1 	 0
6.00667e-06 	 -0.099 	 0
6.01333e-06 	 -0.098 	 0
6.02e-06 	 -0.097 	 0
6.02667e-06 	 -0.096 	 0
6.03333e-06 	 -0.095 	 0
6.04e-06 	 -0.094 	 0
6.04667e-06 	 -0.093 	 0
6.05333e-06 	 -0.092 	 0
6.06e-06 	 -0.091 	 0
6.06667e-06 	 -0.09 	 0
6.07333e-06 	 -0.089 	 0
6.08e-06 	 -0.088 	 0
6.08667e-06 	 -0.087 	 0
6.09333e-06 	 -0.086 	 0
6.1e-06 	 -0.085 	 0
6.10667e-06 	 -0.084 	 0
6.11333e-06 	 -0.083 	 0
6.12e-06 	 -0.082 	 0
6.12667e-06 	 -0.081 	 0
6.13333e-06 	 -0.08 	 0
6.14e-06 	 -0.079 	 0
6.14667e-06 	 -0.078 	 0
6.15333e-06 	 -0.077 	 0
6.16e-06 	 -0.076 	 0
6.16667e-06 	 -0.075 	 0
6.17333e-06 	 -0.074 	 0
6.18e-06 	 -0.073 	 0
6.18667e-06 	 -0.072 	 0
6.19333e-06 	 -0.071 	 0
6.2e-06 	 -0.07 	 0
6.20667e-06 	 -0.069 	 0
6.21333e-06 	 -0.068 	 0
6.22e-06 	 -0.067 	 0
6.22667e-06 	 -0.066 	 0
6.23333e-06 	 -0.065 	 0
6.24e-06 	 -0.064 	 0
6.24667e-06 	 -0.063 	 0
6.25333e-06 	 -0.062 	 0
6.26e-06 	 -0.061 	 0
6.26667e-06 	 -0.06 	 0
6.27333e-06 	 -0.059 	 0
6.28e-06 	 -0.058 	 0
6.28667e-06 	 -0.057 	 0
6.29333e-06 	 -0.056 	 0
6.3e-06 	 -0.055 	 0
6.30667e-06 	 -0.054 	 0
6.31333e-06 	 -0.053 	 0
6.32e-06 	 -0.052 	 0
6.32667e-06 	 -0.051 	 0
6.33333e-06 	 -0.05 	 0
6.34e-06 	 -0.049 	 0
6.34667e-06 	 -0.048 	 0
6.35333e-06 	 -0.047 	 0
6.36e-06 	 -0.046 	 0
6.36667e-06 	 -0.045 	 0
6.37333e-06 	 -0.044 	 0
6.38e-06 	 -0.043 	 0
6.38667e-06 	 -0.042 	 0
6.39333e-06 	 -0.041 	 0
6.4e-06 	 -0.04 	 0
6.40667e-06 	 -0.039 	 0
6.41333e-06 	 -0.038 	 0
6.42e-06 	 -0.037 	 0
6.42667e-06 	 -0.036 	 0
6.43333e-06 	 -0.035 	 0
6.44e-06 	 -0.034 	 0
6.44667e-06 	 -0.033 	 0
6.45333e-06 	 -0.032 	 0
6.46e-06 	 -0.031 	 0
6.46667e-06 	 -0.03 	 0
6.47333e-06 	 -0.029 	 0
6.48e-06 	 -0.028 	 0
6.48667e-06 	 -0.027 	 0
6.49333e-06 	 -0.026 	 0
6.5e-06 	 -0.025 	 0
6.50667e-06 	 -0.024 	 0
6.51333e-06 	 -0.023 	 0
6.52e-06 	 -0.022 	 0
6.52667e-06 	 -0.021 	 0
6.53333e-06 	 -0.02 	 0
6.54e-06 	 -0.019 	 0
6.54667e-06 	 -0.018 	 0
6.55333e-06 	 -0.017 	 0
6.56e-06 	 -0.016 	 0
6.56667e-06 	 -0.015 	 0
6.57333e-06 	 -0.014 	 0
6.58e-06 	 -0.013 	 0
6.58667e-06 	 -0.012 	 0
6.59333e-06 	 -0.011 	 0
6.6e-06 	 -0.01 	 0
6.60667e-06 	 -0.009 	 0
6.61333e-06 	 -0.008 	 0
6.62e-06 	 -0.007 	 0
6.62667e-06 	 -0.006 	 0
6.63333e-06 	 -0.005 	 0
6.64e-06 	 -0.004 	 0
6.64667e-06 	 -0.003 	 0.00777321
6.65333e-06 	 -0.002 	 0.0232251
6.66e-06 	 -0.001 	 0.0381483
6.66667e-06 	 0 	 0.0519325
6.67333e-06 	 0.001 	 0.056595
6.68e-06 	 0.002 	 0.0523409
6.68667e-06 	 0.003 	 0.0474956
6.69333e-06 	 0.004 	 0.0428825
6.7e-06 	 0.005 	 0.038923
6.70667e-06 	 0.006 	 0.0355907
6.71333e-06 	 0.007 	 0.0328452
6.72e-06 	 0.008 	 0.030587
6.72667e-06 	 0.009 	 0.0286056
6.73333e-06 	 0.01 	 0.0267575
6.74e-06 	 0.011 	 0.0251342
6.74667e-06 	 0.012 	 0.0236339
6.75333e-06 	 0.013 	 0.0222276
6.76e-06 	 0.014 	 0.0209086
6.76667e-06 	 0.015 	 0.0196216
6.77333e-06 	 0.016 	 0.0183988
6.78e-06 	 0.017 	 0.0173003
6.78667e-06 	 0.018 	 0.0163081
6.79333e-06 	 0.019 	 0.0151696
6.8e-06 	 0.02 	 0.0141168
6.80667e-06 	 0.021 	 0.0130404
6.81333e-06 	 0.022 	 0.0119644
6.82e-06 	 0.023 	 0.011122
6.82667e-06 	 0.024 	 0.0101254
6.83333e-06 	 0.025 	 0.00916457
6.84e-06 	 0.026 	 0.00822694
6.84667e-06 	 0.027 	 0.007121
6.85333e-06 	 0.028 	 0.00610651
6.86e-06 	 0.029 	 0.00497432
6.86667e-06 	 0.03 	 0.00383381
6.87333e-06 	 0.031 	 0.00278423
6.88e-06 	 0.032 	 0.00160479
6.88667e-06 	 0.033 	 0.000339109
6.89333e-06 	 0.034 	 -0.000894379
6.9e-06 	 0.035 	 -0.00195893
6.90667e-06 	 0.036 	 -0.00305267
6.91333e-06 	 0.037 	 -0.00390351
6.92e-06 	 0.038 	 -0.00463774
6.92667e-06 	 0.039 	 -0.00558109
6.93333e-06 	 0.04 	 -0.00615072
6.94e-06 	 0.041 	 -0.00666075
6.94667e-06 	 0.042 	 -0.00731124
6.95333e-06 	 0.043 	 -0.00773509
6.96e-06 	 0.044 	 -0.00804713
6.96667e-06 	 0.045 	 -0.00819643
6.97333e-06 	 0.046 	 -0.0081625
6.98e-06 	 0.047 	 -0.00340812
6.98667e-06 	 0.048 	 0.0058299
6.99333e-06 	 0.049 	 0.0144474
7e-06 	 0.05 	 0.022128
7.00667e-06 	 0.051 	 0.0243449
7.01333e-06 	 0.052 	 0.0210243
7.02e-06 	 0.053 	 0.0174691
7.02667e-06 	 0.054 	 0.0145158
7.03333e-06 	 0.055 	 0.0118043
7.04e-06 	 0.056 	 0.00944474
7.04667e-06 	 0.057 	 0.00764025
7.05333e-06 	 0.058 	 0.00606539
7.06e-06 	 0.059 	 0.00466512
7.06667e-06 	 0.06 	 0.00356311
7.07333e-06 	 0.061 	 0.00258813
7.08e-06 	 0.062 	 0.00147484
7.08667e-06 	 0.063 	 0.000514095
7.09333e-06 	 0.064 	 -0.000272853
7.1e-06 	 0.065 	 -0.00117449
7.10667e-06 	 0.066 	 -0.002038
7.11333e-06 	 0.067 	 -0.00253777
7.12e-06 	 0.068 	 -0.00313775
7.12667e-06 	 0.069 	 -0.00394585
7.13333e-06 	 0.07 	 -0.00445758
7.14e-06 	 0.071 	 -0.00519215
7.14667e-06 	 0.072 	 -0.0057516
7.15333e-06 	 0.073 	 -0.00613843
7.16e-06 	 0.074 	 -0.00664494
7.16667e-06 	 0.075 	 -0.00716568
7.17333e-06 	 0.076 	 -0.0078027
7.18e-06 	 0.077 	 -0.00831689
7.18667e-06 	 0.078 	 -0.00895301
7.19333e-06 	 0.079 	 -0.00951568
7.2e-06 	 0.08 	 -0.0100265
7.20667e-06 	 0.081 	 -0.0106472
7.21333e-06 	 0.082 	 -0.0111517
7.22e-06 	 0.083 	 -0.0117236
7.22667e-06 	 0.084 	 -0.0123471
7.23333e-06 	 0.085 	 -0.0126717
7.24e-06 	 0.086 	 -0.0129384
7.24667e-06 	 0.087 	 -0.0132505
7.25333e-06 	 0.088 	 -0.0133571
7.26e-06 	 0.089 	 -0.0134886
7.26667e-06 	 0.09 	 -0.0136483
7.27333e-06 	 0.091 	 -0.0136476
7.28e-06 	 0.092 	 -0.0135605
7.28667e-06 	 0.093 	 -0.0135356
7.29333e-06 	 0.094 	 -0.013296
7.3e-06 	 0.095 	 -0.0129245
7.30667e-06 	 0.096 	 -0.0127458
7.31333e-06 	 0.097 	 -0.0158107
7.32e-06 	 0.098 	 -0.0223025
7.32667e-06 	 0.099 	 -0.0285494
7.33333e-06 	 0.1 	 -0.0340023
7.34e-06 	 0.101 	 -0.0354435
7.34667e-06 	 0.102 	 -0.0328853
7.35333e-06 	 0.103 	 -0.030123
7.36e-06 	 0.104 	 -0.0276832
7.36667e-06 	 0.105 	 -0.0255627
7.37333e-06 	 0.106 	 -0.0238545
7.38e-06 	 0.107 	 -0.0223863
7.38667e-06 	 0.108 	 -0.0210061
7.39333e-06 	 0.109 	 -0.0198615
7.4e-06 	 0.11 	 -0.0188048
7.40667e-06 	 0.111 	 -0.0177792
7.41333e-06 	 0.112 	 -0.0168987
7.42e-06 	 0.113 	 -0.0160515
7.42667e-06 	 0.114 	 -0.015159
7.43333e-06 	 0.115 	 -0.0144274
7.44e-06 	 0.116 	 -0.0137161
7.44667e-06 	 0.117 	 -0.0129703
7.45333e-06 	 0.118 	 -0.0122959
7.46e-06 	 0.119 	 -0.0116108
7.46667e-06 	 0.12 	 -0.0109125
7.47333e-06 	 0.121 	 -0.0102651
7.48e-06 	 0.122 	 -0.00964044
7.48667e-06 	 0.123 	 -0.00899138
7.49333e-06 	 0.124 	 -0.00840481
7.5e-06 	 0.125 	 -0.00779137
7.50667e-06 	 0.126 	 -0.0071313
7.51333e-06 	 0.127 	 -0.00649254
7.52e-06 	 0.128 	 -0.00580204
7.52667e-06 	 0.129 	 -0.00509932
7.53333e-06 	 0.13 	 -0.00443779
7.54e-06 	 0.131 	 -0.00378076
7.54667e-06 	 0.132 	 -0.00315953
7.55333e-06 	 0.133 	 -0.00259511
7.56e-06 	 0.134 	 -0.00209603
7.56667e-06 	 0.135 	 -0.00166328
7.57333e-06 	 0.136 	 -0.00129529
7.58e-06 	 0.137 	 -0.000942215
7.58667e-06 	 0.138 	 -0.000598819
7.59333e-06 	 0.139 	 -0.000325182
7.6e-06 	 0.14 	 -0.000117251
7.60667e-06 	 0.141 	 -1.50559e-05
7.61333e-06 	 0.142 	 0
7.62e-06 	 0.143 	 0
7.62667e-06 	 0.144 	 0
7.63333e-06 	 0.145 	 0
7.64e-06 	 0.146 	 0
7.64667e-06 	 0.147 	 0
7.65333e-06 	 0.148 	 0
7.66e-06 	 0.149 	 0
7.66667e-06 	 0.15 	 0
7.67333e-06 	 0.151 	 0
7.68e-06 	 0.152 	 0
7.68667e-06 	 0.153 	 0
7.69333e-06 	 0.154 	 0
7.7e-06 	 0.155 	 0
7.70667e-06 	 0.156 	 0
7.71333e-06 	 0.157 	 0
7.72e-06 	 0.158 	 0
7.72667e-06 	 0.159 	 0
7.73333e-06 	 0.16 	 0
7.74e-06 	 0.161 	 0
7.74667e-06 	 0.162 	 0
7.75333e-06 	 0.163 	 0
7.76e-06 	 0.164 	 0
7.76667e-06 	 0.165 	 0
7.77333e-06 	 0.166 	 0
7.78e-06 	 0.167 	 0
7.78667e-06 	 0.168 	 0
7.79333e-06 	 0.169 	 0
7.8e-06 	 0.17 	 0
7.80667e-06 	 0.171 	 0
7.81333e-06 	 0.172 	 0
7.82e-06 	 0.173 	 0
7.82667e-06 	 0.174 	 0
7.83333e-06 	 0.175 	 0
7.84e-06 	 0.176 	 0
7.84667e-06 	 0.177 	 0
7.85333e-06 	 0.178 	 0
7.86e-06 	 0.179 	 0
7.86667e-06 	 0.18 	 0
7.87333e-06 	 0.181 	 0
7.88e-06 	 0.182 	 0
7.88667e-06 	 0.183 	 0
7.89333e-06 	 0.184 	 0
7.9e-06 	 0.185 	 0
7.90667e-06 	 0.186 	 0
7.91333e-06 	 0.187 	 0
